Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1998-02-13,59.23178902216009,39.76864317484213,52.475986796688765,47.28690960401693,38.58896466406241,39.10838927811928,37.285597067292066,53.810293047222935,55.14147168396527,41.68989775456971,62.89432864629914,77.26508629392194,70.20672309830346,63.61958373254491,32.58018292525891,66.74427988603341,34.87793897054003
1998-02-17,60.8609023326728,37.100670038014094,51.79592806343036,49.37092134339533,42.24554103412568,37.30388537969015,39.054561602212964,53.76953341086297,60.27508546141411,41.66493005229737,62.13484197371223,73.72254350658075,68.17380987331964,63.364474016769925,32.18299556337632,69.3277435730215,35.57972738399114
1998-02-18,61.9243446657548,38.106414223070985,56.786037103090045,49.54136046943649,43.896075991912035,40.10139955411446,42.41111688857515,53.9406854618498,59.465456816025124,42.960325989919234,62.95697473170882,73.56432281823587,69.36865283422965,65.57942748909906,29.92920394108654,74.07527462360592,37.27040499563507
1998-02-19,55.21650073392165,32.63980215341222,59.56750534080104,45.65980099794837,41.39080798175993,39.14976120846004,45.655135006881736,53.846449465831725,53.035386712783996,50.04550113494224,63.38433138574403,66.97936505906952,69.46624899178066,62.38905603807377,30.84156810842468,69.22421347704223,41.89898448425183
1998-02-20,52.06855567051184,34.300075566657156,63.743308433287574,41.39667453844693,45.78710610726589,41.386326917501584,47.766245286331745,50.474985044302365,50.023959566468406,52.283254652268425,66.1791006263998,57.47945279541309,66.00487933871213,55.90932882529808,35.049672641670384,75.87187318208917,42.62738812792503
1998-02-23,52.170745466750134,30.28853316896459,65.96844355200385,42.99992437410408,47.84766608325727,45.4429382387177,45.02082176446988,51.58431775642551,54.61450354895776,56.88358212711979,59.733411898271626,55.06239024982821,69.09897733460464,53.1713477687064,38.37902879205625,70.58586129828238,43.43355889848788
1998-02-24,48.21197962057052,29.985139019386338,67.0913080657411,38.70168531129585,49.79760447399216,45.88249131492374,41.167275341442874,36.46471963640968,46.65014713725608,60.18031687368358,57.203004399586014,62.44093264997827,66.60259065173848,53.88507769898549,36.2389879621793,70.64213125283324,41.61793550510989
1998-02-25,48.03394825331604,26.091981141371278,64.58566170594645,29.396429631098343,44.48240923059623,47.43315035600824,38.36777574753835,36.21301518900835,48.193814970580206,65.03396047537655,57.46882585854693,61.777209009608576,71.0639938284966,48.33378388141542,32.083744983935716,68.85235208753448,40.521230415688095
1998-02-26,40.148604210871845,27.438517780622632,70.12362541189371,34.064393589306576,47.85431912292314,51.17323874796916,34.45263721978668,35.93004262018398,49.90035218929534,65.69333341595214,57.09304733839017,67.02510602977904,70.8529943863143,48.59529407596338,31.348855963689516,64.89598243293167,39.12719197446898
1998-02-27,43.84696208594426,35.43920964943929,72.79162301136611,44.07874754758021,46.79601323182409,56.99026958801276,39.390310679102534,38.89488354402923,50.629854525153554,71.17217086141407,56.80117926770996,65.65578641015655,70.85913060494296,51.55595855766128,33.996156865466176,63.441573250645774,40.18026526091667
