Date,COST,MU,MSFT,AMZN,IBM,AAPL,ORCL,KEY,AEE,MRO,AMGN,UNH,LUV,CSCO,MMM,MS,NKE
1998-02-13,52.59038406269578,46.457686313519524,79.60562903221775,79.09159708806041,50.041366152128326,48.70134009476392,77.63275828288485,63.28299894002553,64.99765010802452,51.44793320784734,63.813121273231815,71.00470464682465,59.62433257910613,59.10152561817499,62.768201743072375,81.38186938144244,33.24096124607661
1998-02-17,54.867784036746635,48.07896824384112,76.80561867112615,80.68804014486831,52.460346773304536,43.48522264455828,80.03985833382352,49.18295161333205,59.41748328477035,45.867530967361205,64.71284956945311,74.58358647691591,65.41446344341291,63.426139953380144,66.01950460365931,81.27610875443668,32.532500674848635
1998-02-18,49.3728034446793,46.98656895379034,68.8055475968074,81.39235269266027,58.731845400277045,40.786922721759105,78.71366954359506,44.971883396068755,63.740538741684894,46.620303264716306,63.99536737310107,65.02629278847795,64.10901106845992,57.44408838568932,65.82600038584695,80.89316716002256,44.615293298047156
1998-02-19,48.69410766923798,44.03869795287635,63.34520302675343,84.67756097502014,59.236451952388386,47.72482246386697,73.85176064291198,46.05566835797445,64.03485014455015,49.34840767787058,63.7663799661,66.32109451002361,56.557448019412845,51.1939796894391,57.36485702952846,79.89104484395276,44.33225028882325
1998-02-20,47.725773630701426,43.254734901208096,59.43575518221621,84.07021913152452,59.47358658960538,55.992631519608764,71.93378955010897,46.31099585100612,63.313983823831926,43.07726647094302,63.950250246905334,65.09321519474105,57.87769855585353,51.247158514298356,60.215918081334486,79.62317343964023,45.01632253730309
1998-02-23,42.90435865893001,41.01969581792034,58.13209434342862,80.17580493010763,65.23857842125352,52.56136846007775,73.5329640015488,44.32673026409458,60.53350237767732,44.04112103594864,66.73152175372516,63.47374559551326,57.83006654121699,49.821490349204495,64.76242344664605,80.89677555586235,52.46403090086142
1998-02-24,47.82137396321683,44.85670622439178,61.70873437305403,77.12975738099401,60.562769293656004,63.783714026157725,72.7221320248524,46.14604702030056,62.81198285788069,42.60744311213142,55.549056788985574,62.847134369629245,53.388537636071504,52.206155465792285,48.40020451245798,75.64439236241466,53.48692272997504
1998-02-25,47.4767610166252,36.70017548220952,61.6297811888674,76.7486267767842,65.13854335052017,60.402192825855664,77.69926588568187,47.05853051576128,60.91765260806094,46.625817832148705,51.76974355944528,58.59634779768438,54.090012386391145,52.80242802858919,41.72384639065079,74.71371771443086,40.4288169959451
1998-02-26,44.74074141344592,47.35128988456261,67.30928767186427,75.62874867246113,71.88259882777714,57.59236080862839,78.32796036220995,46.96584893795029,61.11821731031455,41.37167682555882,47.5735406903459,59.74863580595514,56.57692671015227,54.513424326685524,40.08260339355691,70.2928706330829,44.467695796411824
1998-02-27,40.240547753436495,50.699722859249206,66.51975865347244,83.55065088070546,69.57909569380574,61.82619064057246,78.79092718197668,42.19008509803337,59.49793336868761,57.09115934205066,48.42100705888839,50.99332556761884,59.32286720266925,54.1403486811381,39.72250477600655,74.67023229524204,48.358325079518934
1998-03-02,36.78193522816272,46.78190826388375,65.35445608983875,83.47261384904141,72.56921640539174,61.43810179234632,63.88398442736765,43.01671748739821,54.729683162749744,59.21768378769793,41.92049955306786,61.38236775690531,61.31202082477297,49.63831228796057,42.73423086364021,74.21551091134194,53.053522459296296
1998-03-03,42.87921904116655,45.085692197865804,60.2711136171507,83.6964874925838,61.00037776301545,53.958345943496674,64.72469273028149,49.8361131106895,53.30460725764086,62.54470447491751,43.25141749720965,57.497775703704995,58.02791799480091,58.729830442310856,50.82251345220804,68.75035514179805,51.12556032293438
