Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1998-01-26,-32.500500754096116,-3.1690836632277533,-0.2748531975461861,-2.8720007835721058,3.2895731696141404,1.7908135003852705,9.344483597310667,-1.3258631106128775,-2.71508854749221,0.5979615386646105,0.5844732536236033,-0.274464197771992,-0.4931861046669486,-0.07316341015909295,1.921627251635031,3.8790697363343645,2.459175386389032
1998-01-27,45.59944191058539,1.8055457236564598,-4.498191213246356,-0.7821235675001079,-14.363611738784064,-4.058053055621444,8.850141133409581,2.726112867118745,1.058583561632655,-5.639642248458852,2.1440402264466334,-0.30082628361114216,-0.2606888032362383,4.000565027766781,-3.921000785988562,-3.7476210344264853,1.8574988030990935
1998-01-28,-12.858137578670672,7.395236905002767,0.9246692681164457,3.8111928790232694,-9.196183857853004,2.0632660761603008,-12.895433741833738,13.413152037759675,7.29341854222531,-8.131337888000486,-2.283406196711544,4.465487207215171,1.6087543379415137,-0.6847669394597331,-15.554024495387624,5.541195831206255,3.675943937121799
1998-01-29,47.93570011653376,0.6356275859226291,-5.9905498697058945,-0.5280060375556386,-16.490145056281488,-4.01122788607279,-10.935362231280388,9.180738806321882,2.8707356240695567,2.216595439892445,-2.2419779079604276,-0.22917528770323337,0.8860302886249399,-0.13464036258709394,-12.09393866846391,-4.151784211132322,-10.38013746143911
1998-01-30,-14.175967592631753,-2.2404708683082646,-3.3905369074436438,-1.8306018282963872,-4.084277131531259,0.15328674201790693,-8.562407642353183,1.744541537986155,1.693372174643644,1.05517512255119,-0.05424900525631482,-0.6227074560257368,0.4178898904246341,-1.1093446317667612,-7.540902106469734,-1.676258038617024,-5.597262382343185
1998-02-02,-57.2183895298168,0.7846044581393281,-0.6690495092210265,3.9709899787293628,7.743522699082641,4.606349207518687,-8.31384573869674,13.545025880465555,4.197630039361538,2.6140337736550414,4.226459999832731,1.4613709471604432,2.6128853244983685,3.5521012894152797,3.797336567688748,4.0229543144064,7.564563185250077
1998-02-03,-5.43065297134185,4.640129337427522,6.455551683273424,5.7487425162211325,13.526937278515994,1.0611915713521811,-9.456005419883699,-7.421217399710359,0.4296835470652068,-5.81292294556176,0.722318125695735,1.3365614099445349,-1.301829440746611,3.5746133545573766,-4.676706530110804,-1.7807241190642389,5.698552020675571
1998-02-04,42.395404936097684,3.247245498756049,-3.6876842981641405,1.6507010300413825,-10.011908925871989,-0.9023296286899057,13.939191154846888,2.0874804633211537,-1.6397071528246385,-3.76519330145205,-1.0168327616475274,0.4570501885576563,0.39223224800766454,2.0024436236885226,4.849937111412272,-0.863395714776989,1.7020807641468152
1998-02-05,-30.347831527454435,-5.307707256180038,2.2584894151960313,-8.886520882685275,-1.6868091078959004,-7.8943218006444225,3.0602781640735914,0.626560931049557,-3.248191194632609,4.6864946434160935,-2.087264039304956,-0.8507413136527241,-0.24690303268795702,-5.197068755818401,0.7802295950871576,2.406465760334148,-11.602222434978216
1998-02-06,-42.76655773374019,1.8337422427107493,1.6940646669075354,1.7894330463511707,-12.895172902483273,-4.108473338169323,-18.059403059768567,5.438511377638383,3.0151684415501236,-3.1372070180760705,-1.7603171395299524,2.7613400116704447,1.6823641462240173,2.754358344673226,-27.168326021882972,3.0221949773135175,11.7959716475165
1998-02-09,-35.20598167086039,2.453893244836757,-1.6174018442966775,-3.694793541859494,5.982793832704942,2.3375669105624493,1.2661554917157027,-4.67411251844002,0.7426517864890616,3.415681109311545,-2.019690286247218,1.0223637622276398,1.0447768083700835,-4.015741859538081,8.330636920458577,7.1352076667994435,-14.794719293279815
1998-02-10,-17.84780031470592,-3.6443527891153247,3.856279282696685,0.9731765370814951,6.415670030365477,8.596582428863005,-14.192316562599773,-5.924946946651879,4.413349029841424,10.650111103930424,6.462367609503697,0.6105797758103076,0.7816938555992492,-0.6659237179574939,11.548689103618763,-0.46659433840376113,-2.642103943348962
1998-02-11,36.381942135052746,0.4773920847327603,-1.5307558174416995,3.464944000338343,3.7697356174668726,1.576178803730381,2.7312778018554,5.320225970272801,0.5055918401976018,-2.549106296962604,-1.2483170101277692,-0.4327909746439093,-0.2590155417309414,-0.7659484489546629,3.597636988209092,-1.9741759385406603,7.777823296211541
1998-02-12,-48.14740927310169,0.43275340981659444,2.74785552745552,-5.271840333394243,2.458574830272686,-4.932338335599258,9.80653254159215,2.262533549495414,-0.9292401699516157,2.4431592742562076,2.0205952963002147,0.1684335830798906,1.4388335632181057,0.7025477398930653,-1.112494664274681,3.4166642507369867,-14.54296627963314
1998-02-13,-13.032792933221142,0.5005227664902798,-0.8732324830685982,-0.9608804624617251,-3.9973000571679576,0.15809503080021187,-0.09217628099837033,-1.3576130683616763,-1.0951343325356564,0.5695449627423207,0.0691056746301863,0.01977826521028883,0.21136163167834984,-0.21311802353155473,1.295578631801846,-0.4082203422866728,-12.995306584874589
1998-02-17,-8.647752555014412,2.865764765662611,5.399880670193189,-0.6329368455924853,5.76541628631585,-1.175449138948986,14.768015535401,-6.057907399533432,-2.6162655837138438,-4.1388063879591765,2.702861249224978,-0.3207666441462991,-0.1487436807801411,5.685017744623494,4.609604622751802,-0.5989540588968867,4.893007073058664
1998-02-18,7.838550688096823,2.0141625792781404,3.751782042589584,0.7243315175513093,0.632805465834925,1.2617446657304896,12.90920252642115,-0.41036426713032154,1.5002192447624025,-1.2971506620013398,1.8490250759462399,1.1303774891980995,1.65979361095452,1.8033673296480512,-12.677039560077946,0.10550393776119871,-0.35203278372816604
1998-02-19,-19.53622051746818,-3.55656041536347,1.423588256237886,-4.660470976221153,3.3792068243936253,-1.9664510768962278,-5.274111373004481,-4.594810899702627,0.670148531989902,4.807694527438878,3.3063076323798795,-1.4585436618542686,-0.9740347776738589,0.1588577272372338,-0.7629687480175025,-0.7581974441309529,-8.235927008378923
1998-02-20,34.75693635349177,0.6773836048198398,-2.2956758057579614,-0.1803565886758016,-1.4886414902569882,-2.548899617432397,1.9933172954530738,3.1528885316684034,-0.11608718457612931,-1.4224604855960874,0.35621068183409654,-1.00319136694942,-0.36441913600471415,1.9578722898808512,-0.33674304314931364,-4.322677153256844,-3.3079744040495003
1998-02-23,-104.97563940611622,0.4995068355461788,9.126736061899594,0.9831676267757898,-1.6241576836054543,4.956626851888051,-17.744130354181905,-13.439510584660264,-3.251717059931092,6.862034194700452,2.0770229897355397,4.660924003155426,1.5501791315188467,4.198045699870091,0.4033306266431184,4.077558332161853,-11.993880015398656
1998-02-24,-7.763330892083756,-4.4896322908743045,-2.439083535374121,-6.409281545062962,-3.746718085872108,-4.379625375411676,1.5620795111491566,1.8103781409680733,-2.6505586789337805,7.012105240029259,-2.3267625912805343,-0.959911821788868,0.049581179722569674,-4.585140195303952,0.34686933643067186,0.5980399569493009,-15.562339533816127
